ID,DtEmissão,DtVencimento,VlOriginal,Desconto,Prestador,Motivo,VlPago,DtPagamento,Saldo,Quitado,Observ,BancoSaida,NFSolicitada
2208,2024-05-08 00:00:00,2024-05-20 00:00:00,9780,0,37,Serviços tomados,9780,2024-05-17 00:00:00,0,S,163 hrs TOTVS IP,BS2,
2209,2024-05-08 00:00:00,2024-05-20 00:00:00,9075,589.87,10078,Serviços tomados,8485.13,2024-05-13 00:00:00,0,S,165 hrs TOTVS IP,NUBANK,
2210,2024-05-08 00:00:00,2024-05-20 00:00:00,2800,0,70,Serviços tomados,2800,2024-05-17 00:00:00,0,S,40 hrs TOTVS IP,BS2,
2211,2024-05-08 00:00:00,2024-05-20 00:00:00,11440,0,71,Serviços tomados,11440,2024-05-20 00:00:00,0,S,"176 hrs TOTVS IP a 65,00 e 10,00 Welligton",BS2,
2212,2024-05-08 00:00:00,2024-05-20 00:00:00,1374.75,0,48,Serviços tomados,1374.75,2024-05-17 00:00:00,0,S,"18,33 hrs TOTVS IP",BS2,
2213,2024-05-08 00:00:00,2024-05-20 00:00:00,8645,0,51,Serviços tomados,8645,2024-05-13 00:00:00,0,S,133 hrs TOTVS IP,BS2,
2214,2024-05-08 00:00:00,2024-05-20 00:00:00,845,0,63,Serviços tomados,845,2024-05-20 00:00:00,0,S,13 hrs TOTVS IP,BS2,
2216,2024-05-08 00:00:00,2024-05-20 00:00:00,5720,0,45,Serviços tomados,5720,2024-05-20 00:00:00,0,S,88 hrs Curitiba e dia 30 (8 hrs) foi apontado depois e só receberemos em junho24,BS2,
2217,2024-05-08 00:00:00,2024-05-20 00:00:00,1040,0,66,Serviços tomados,1040,2024-05-20 00:00:00,0,S,16 hrs TOTVS Nordeste,BS2,
2218,2024-05-08 00:00:00,2024-05-20 00:00:00,8320,540.8,78,Serviços tomados,7779.2,2024-05-10 00:00:00,0,S,128 TOTVS MATRIZ Abr/24,NUBANK,
2219,2024-05-15 00:00:00,2024-06-20 00:00:00,3080,0,43,Adiantamento Prestador,3080,2024-05-15 00:00:00,0,S,Adiantamento ref. aos serv. TOTVS Nordeste em Maio24 (total),BS2,
2220,2024-05-15 00:00:00,2024-05-20 00:00:00,3040,0,42,Serviços tomados,3040,2024-05-17 00:00:00,0,S,"176 Audisio+128Genilso = 304 X 10,00",NUBANK,
2221,2024-05-15 00:00:00,2024-05-20 00:00:00,840,0,40078,Serviços tomados,840,2024-05-17 00:00:00,0,S,84 HRS Sande,NUBANK,
3194,2024-05-21 00:00:00,2024-05-21 00:00:00,3500,0,43,Adiantamento Prestador,3500,2024-05-21 00:00:00,0,S,Adiantamento ref. ao período de 23 a 31/05 p/ Thiago TOTVS IP,BS2,
4194,2024-05-28 00:00:00,2024-06-20 00:00:00,1000,0,43,Adiantamento Prestador,1000,2024-05-28 00:00:00,0,S,Adiantamento sem lastro,BS2,
4195,2024-05-28 00:00:00,2024-07-19 00:00:00,2762.5,0,40,Adiantamento Prestador,2762.5,2024-05-28 00:00:00,0,S,Adiantamento ref. a HYDAC Calendários 50%,BS2,
4196,2024-05-30 00:00:00,2024-05-30 00:00:00,2400,0,50078,Serviços tomados,2400,2024-05-30 00:00:00,0,S,Desenvolvimento do Farol360 Web,BS2,
4197,2024-06-03 00:00:00,2024-06-03 00:00:00,1400,0,50079,Serviços tomados,1400,2024-06-03 00:00:00,0,S,"VL HR CUSTO 70,00 MAS VENDI O DOBRO DE HRS",BS2,
4198,2024-06-05 00:00:00,2024-06-05 00:00:00,1380,0,43,Adiantamento Prestador,1380,2024-06-05 00:00:00,0,S,Adiantamento e acerto total até 07/06/24 agenda com o Tiago IP,BS2,
4199,2024-06-07 00:00:00,2024-07-19 00:00:00,11970,280,43,Serviços tomados,11690,2024-07-04 00:00:00,0,S,"Adiantamento de 6K ref. aos serviços prestados de personalização do Ativo Fixo para TOTVS Nordeste 5K dia 7/06 e 1k 14/06 / 3520,00 em 21/06 / 1k 28/06 / 04/07 pgto saldo 330,00/ 05/07 pg 1120,00 16 hrs OAB Curitiba",BS2,
4200,2024-06-08 00:00:00,2024-07-19 00:00:00,2227.4,0,50081,Adiantamento Prestador,2227.4,2024-06-20 00:00:00,0,S,"Adiantamento de viagem ref. aos dias 8, 13,14/06 p/ DUX Jundiaí. 572,40 + 465,00 p/ feira em SP 12/06/ 1190,00 20/06 toda as desp. Do mês quitada / recebido 2.771,60
ganho: 544,20",BS2,
4205,2024-06-10 00:00:00,2024-06-10 00:00:00,357.5,0,26,Serviços tomados,357.5,2024-06-10 00:00:00,0,S,Pago ao Diego Messias ref. serv 05/24,NUBANK,
4219,2024-06-11 00:00:00,2024-06-11 00:00:00,10210.2,0,78,Serviços tomados,10210.2,2024-06-11 00:00:00,0,S,Mauricio pagou Genilson ref. a TOTVS Matriz (pessoa fisica),BS2,
4220,2024-06-11 00:00:00,2024-06-20 00:00:00,2892.5,0,51,Serviços tomados,2892.5,2024-06-11 00:00:00,0,S,"44,5 hrs X 65,00",BS2,
4221,2024-06-11 00:00:00,2024-07-19 00:00:00,2600,0,51,Adiantamento Prestador,2600,2024-06-11 00:00:00,0,S,Ref a 1a semana (40 hrs) atividades de junho24,BS2,
4222,2024-06-12 00:00:00,2024-06-20 00:00:00,15360,0,23,Serviços tomados,15360,2024-06-13 00:00:00,0,S,"192 hrs X 80,00",BS2,
4223,2024-06-12 00:00:00,2024-06-20 00:00:00,960,0,23,Serviços tomados,960,2024-06-13 00:00:00,0,S,suporte SCC,BS2,
4224,2024-06-12 00:00:00,2024-06-20 00:00:00,9120,0,28,Serviços tomados,9120,2024-06-20 00:00:00,0,S,"152 hrs X 60,00",BS2,
4225,2024-06-12 00:00:00,2024-06-20 00:00:00,1440,0,32,Serviços tomados,1440,2024-06-12 00:00:00,0,S,Ref. a 24 hrs TOTVS Matriz,BS2,
4226,2024-06-12 00:00:00,2024-06-20 00:00:00,6240,0,32,Serviços tomados,6240,2024-06-12 00:00:00,0,S,"104 hrs X 60,00",BS2,
4227,2024-06-12 00:00:00,2024-06-20 00:00:00,6660,0,37,Serviços tomados,6660,2024-06-18 00:00:00,0,S,"111 hrs x 60,00",BS2,
4228,2024-06-12 00:00:00,2024-06-20 00:00:00,12110,0,39,Serviços tomados,12110,2024-06-17 00:00:00,0,S,"pagando 173 hrs a 70,00",BS2,
4229,2024-06-12 00:00:00,2024-06-20 00:00:00,8320,0,40,Serviços tomados,8320,2024-06-13 00:00:00,0,S,"128 hrs a 65,00",BS2,
4230,2024-06-12 00:00:00,2024-06-20 00:00:00,3440.01,0,42,Serviços tomados,3440.01,2024-06-17 00:00:00,0,S,Pgto comissão agendas Genilson 176hrs  e Audisio 168 hrs,NUBANK,
4231,2024-06-12 00:00:00,2024-06-20 00:00:00,520,0,45,Serviços tomados,520,2024-06-13 00:00:00,0,S," 8 hrs a 65,00 14/05",BS2,
4232,2024-06-12 00:00:00,2024-06-20 00:00:00,5337.75,0,48,Serviços tomados,5337.75,2024-06-18 00:00:00,0,S,"71,17 X 70,00",BS2,
4233,2024-06-12 00:00:00,2024-06-20 00:00:00,8872.5,0,57,Serviços tomados,8872.5,2024-06-17 00:00:00,0,S,"126,75 X 70,00",BS2,
4234,2024-06-12 00:00:00,2024-06-20 00:00:00,13750,0,62,Serviços tomados,13750,2024-06-18 00:00:00,0,S,"137,5 X 100,00",BS2,
4235,2024-06-12 00:00:00,2024-06-20 00:00:00,1040,0,63,Serviços tomados,1040,2024-06-19 00:00:00,0,S,"16 hrs a 65,00",BS2,
4236,2024-06-12 00:00:00,2024-06-20 00:00:00,260,0,63,Serviços tomados,260,2024-06-19 00:00:00,0,S,"4 hrs a 65,00",BS2,
4237,2024-06-12 00:00:00,2024-06-20 00:00:00,1560,0,64,Serviços tomados,1560,2024-06-17 00:00:00,0,S,"24 hrs a 65,00",BS2,
4238,2024-06-12 00:00:00,2024-06-20 00:00:00,65,0,64,Serviços tomados,65,2024-06-17 00:00:00,0,S,"1 hr X 115,00",BS2,
4239,2024-06-12 00:00:00,2024-06-20 00:00:00,4420,0,66,Serviços tomados,4420,2024-06-14 00:00:00,0,S,"pgto 68 hrs a 65,00",BS2,
4240,2024-06-12 00:00:00,2024-06-20 00:00:00,3600,0,67,Serviços tomados,3600,2024-06-20 00:00:00,0,S,"40 hrs X 90,00",BS2,
4241,2024-06-12 00:00:00,2024-06-20 00:00:00,195,0,68,Serviços tomados,195,2024-06-14 00:00:00,0,S,"3 hrs a 65,00",BS2,
4242,2024-06-12 00:00:00,2024-06-20 00:00:00,520,0,68,Serviços tomados,520,2024-06-14 00:00:00,0,S,"8 hrs X 65,00",BS2,
4243,2024-06-12 00:00:00,2024-06-20 00:00:00,1291.5,0,70,Serviços tomados,1291.5,2024-06-13 00:00:00,0,S,"18,45 hrs X 70,00",BS2,
4244,2024-06-12 00:00:00,2024-06-20 00:00:00,10920,0,71,Serviços tomados,10920,2024-06-17 00:00:00,0,S,"168 hrs x 65,00",BS2,
4245,2024-06-12 00:00:00,2024-06-20 00:00:00,4680,0,73,Serviços tomados,4680,2024-06-18 00:00:00,0,S,"72 hrs X 65,00",BS2,
4246,2024-06-12 00:00:00,2024-06-20 00:00:00,21080,0,74,Serviços tomados,21080,2024-06-19 00:00:00,0,S,"248 hrs X 85,00",BS2,
4247,2024-06-12 00:00:00,2024-06-20 00:00:00,8552.5,555.91,10078,Serviços tomados,7996.59,2024-06-17 00:00:00,0,S,"155,5 hrs X 55,00",NUBANK,
4248,2024-06-12 00:00:00,2024-06-20 00:00:00,1040,0,30079,Serviços tomados,1040,2024-06-19 00:00:00,0,S,Cliente glozou e MAISROI360 assumiu com o Consultor,BS2,
4249,2024-06-12 00:00:00,2024-06-20 00:00:00,520,0,30079,Serviços tomados,520,2024-06-19 00:00:00,0,S,"8 hrs a 65,00",BS2,
4250,2024-06-12 00:00:00,2024-06-20 00:00:00,1187.5,0,40078,Serviços tomados,1187.5,2024-06-17 00:00:00,0,S,,NUBANK,
4251,2024-06-12 00:00:00,2024-06-20 00:00:00,480,0,50080,Serviços tomados,480,2024-06-17 00:00:00,0,S,"8 hrs X 60,00",NUBANK,
4252,2024-06-17 00:00:00,2024-06-17 00:00:00,480,0,50085,Serviços tomados,480,2024-06-17 00:00:00,0,S,Agenda para APP Meu RH RM,SANTANDER,
4253,2024-06-14 00:00:00,2024-07-19 00:00:00,2500,0,68,Adiantamento Prestador,2500,2024-06-14 00:00:00,0,S,"adiantamento 2500,00 ref. aos serv. Prestador em junho/24",NUBANK,
5197,2024-06-25 00:00:00,2024-07-19 00:00:00,2240,0,50079,Adiantamento Prestador,2240,2024-06-25 00:00:00,0,S,"32hrs a 70,00",NUBANK,
5198,2024-07-01 00:00:00,2024-07-19 00:00:00,5180,0,50081,Adiantamento Prestador,5180,2024-07-01 00:00:00,0,S,50% do a pagar em jul24,BS2,
5200,2024-07-03 00:00:00,2024-07-19 00:00:00,2600,0,45,Serviços tomados,2600,2024-07-16 00:00:00,0,S,40 HRS Proj.Cassi TBC,CONTABILIZEI,
5205,2024-07-04 00:00:00,2024-07-19 00:00:00,1066,0,50084,Serviços tomados,1066,2024-07-04 00:00:00,0,S,"16,4 hrs Nordeste SSO Julio",NUBANK,
5206,2024-07-04 00:00:00,2024-07-19 00:00:00,1040,0,40,Serviços tomados,1040,2024-07-10 00:00:00,0,S,Receber 20 hrs e pagar 16 hrs ref. a apoio na entrega do ECD,BS2,
5207,2024-07-04 00:00:00,2024-07-19 00:00:00,260,0,44,Serviços tomados,260,2024-07-11 00:00:00,0,S,Pgto de 4 hrs para Valdiney Hydac suporte - 1 hrs para Luis Dantas,NUBANK,
5208,2024-07-05 00:00:00,2024-07-19 00:00:00,14080,0,23,Serviços tomados,14080,2024-07-19 00:00:00,0,S,176 hrs p/ TOTVS IP AMPM,BS2,
5209,2024-07-05 00:00:00,2024-07-19 00:00:00,10560,0,28,Serviços tomados,10560,2024-07-17 00:00:00,0,S,"Silvini 176 hrs a 60,00 IP",BS2,
5210,2024-07-05 00:00:00,2024-07-19 00:00:00,712.5,0,32,Serviços tomados,712.5,2024-07-15 00:00:00,0,S,"Agenda de 9,5 hrs a 75,00  na Petfood do Adriano dia 20/06",BS2,
5211,2024-07-05 00:00:00,2024-07-19 00:00:00,4320,0,32,Serviços tomados,4320,2024-07-15 00:00:00,0,S,72 hrs IP Adriano,BS2,
5212,2024-07-05 00:00:00,2024-07-19 00:00:00,2697.5,0,45,Serviços tomados,2697.5,2024-07-16 00:00:00,0,S,"Pg 41,5 hrs Diogo Curitiba chamados",CONTABILIZEI,
5214,2024-07-10 00:00:00,2024-07-19 00:00:00,390,0,40,Serviços tomados,390,2024-07-10 00:00:00,0,S,"Ref. a Capacitações Casa / 8 hrs cobradas a 100,00 e pg 6 hrs a 65,00",BS2,
5215,2024-07-10 00:00:00,2024-07-19 00:00:00,7020,0,40,Serviços tomados,7020,2024-07-10 00:00:00,0,S,Sande IP pgto 108 hrs,BS2,
5216,2024-07-10 00:00:00,2024-07-19 00:00:00,6375,0,40,Serviços tomados,6375,2024-07-10 00:00:00,0,S,"Sande Dev.Calendario Hydac 85 hrs a 75,00 - Desc.adiantamentos / adiantado 2.762,50 28/05",BS2,
5217,2024-07-10 00:00:00,2024-07-12 00:00:00,2680,0,42,Serviços tomados,2680,2024-07-12 00:00:00,0,S,100 HRS Genilson e 160 Audisio + 8 hrs Curitiba Audisio,NUBANK,
5219,2024-07-10 00:00:00,2024-07-19 00:00:00,520.01,0,40078,Serviços tomados,520.01,2024-07-11 00:00:00,0,S,58 hrs Sande - 6 hrs Bueno,BS2,
5220,2024-07-10 00:00:00,2024-07-19 00:00:00,5700,0,37,Serviços tomados,5700,2024-07-18 00:00:00,0,S,95 hrs Alyne IP,BS2,
5221,2024-07-10 00:00:00,2024-07-19 00:00:00,11340,0,39,Serviços tomados,11340,2024-07-19 00:00:00,0,S,162 hrs TOTVS Matriz,CONTABILIZEI,
